데이터 출처,AIO_Benchmark 하위출처,검색어,지식인_doc_id,지식인_url,검색엔진,AI 검색 요약 활성화 여부,문법적 형태,검색 의도,주제,LLM 확신도
Naver_Kin,,,494594585,https://kin.naver.com/qna/detail.naver?d1id=&dirId=70701&docId=494594585,google,TRUE,조사 결합 명사구,정보형,건강,medium
Naver_Kin,,,494594585,https://kin.naver.com/qna/detail.naver?d1id=&dirId=70701&docId=494594585,naver,FALSE,조사 결합 명사구,정보형,건강,medium
Naver_Kin,,,494594586,https://kin.naver.com/qna/detail.naver?d1id=&dirId=11040303&docId=494594586,google,TRUE,명사구,정보형,직업 교육,high
Naver_Kin,,,494594586,https://kin.naver.com/qna/detail.naver?d1id=&dirId=11040303&docId=494594586,naver,FALSE,명사구,정보형,직업 교육,high
Naver_Kin,,,494594592,https://kin.naver.com/qna/detail.naver?d1id=&dirId=7010101&docId=494594592,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494594592,https://kin.naver.com/qna/detail.naver?d1id=&dirId=7010101&docId=494594592,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494594593,https://kin.naver.com/qna/detail.naver?d1id=&dirId=80306&docId=494594593,google,TRUE,평서문,정보형,직업 교육,medium
Naver_Kin,,,494594593,https://kin.naver.com/qna/detail.naver?d1id=&dirId=80306&docId=494594593,naver,TRUE,평서문,정보형,직업 교육,medium
Naver_Kin,,,494594597,https://kin.naver.com/qna/detail.naver?d1id=&dirId=120920&docId=494594597,google,TRUE,의문문,정보형,법률 행정,high
Naver_Kin,,,494594597,https://kin.naver.com/qna/detail.naver?d1id=&dirId=120920&docId=494594597,naver,FALSE,의문문,정보형,법률 행정,high
Naver_Kin,,,494594598,https://kin.naver.com/qna/detail.naver?d1id=&dirId=7010102&docId=494594598,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494594598,https://kin.naver.com/qna/detail.naver?d1id=&dirId=7010102&docId=494594598,naver,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494594600,https://kin.naver.com/qna/detail.naver?d1id=&dirId=70119&docId=494594600,google,TRUE,명령·요청문,상업형,건강,medium
Naver_Kin,,,494594600,https://kin.naver.com/qna/detail.naver?d1id=&dirId=70119&docId=494594600,naver,FALSE,명령·요청문,상업형,건강,medium
Naver_Kin,,,494594602,https://kin.naver.com/qna/detail.naver?d1id=&dirId=30212&docId=494594602,google,FALSE,명사구,정보형,엔터테인먼트,high
Naver_Kin,,,494594602,https://kin.naver.com/qna/detail.naver?d1id=&dirId=30212&docId=494594602,naver,TRUE,명사구,정보형,엔터테인먼트,high
Naver_Kin,,,494594603,https://kin.naver.com/qna/detail.naver?d1id=&dirId=1010303&docId=494594603,google,TRUE,명사구,정보형,게임,high
Naver_Kin,,,494594603,https://kin.naver.com/qna/detail.naver?d1id=&dirId=1010303&docId=494594603,naver,TRUE,명사구,정보형,게임,high
Naver_Kin,,,494594608,https://kin.naver.com/qna/detail.naver?d1id=&dirId=11050404&docId=494594608,google,FALSE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494594608,https://kin.naver.com/qna/detail.naver?d1id=&dirId=11050404&docId=494594608,naver,TRUE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494594958,https://kin.naver.com/qna/detail.naver?d1id=&dirId=70112&docId=494594958,google,TRUE,명사구,정보형,건강,medium
Naver_Kin,,,494594958,https://kin.naver.com/qna/detail.naver?d1id=&dirId=70112&docId=494594958,naver,TRUE,명사구,정보형,건강,medium
Naver_Kin,,,494597189,https://kin.naver.com/qna/detail.naver?d1id=&dirId=61303&docId=494597189,google,TRUE,명령·요청문,분류 불가,분류 불가,low
Naver_Kin,,,494597189,https://kin.naver.com/qna/detail.naver?d1id=&dirId=61303&docId=494597189,naver,TRUE,명령·요청문,분류 불가,분류 불가,low
Naver_Kin,,,494597202,https://kin.naver.com/qna/detail.naver?d1id=&dirId=60206&docId=494597202,google,TRUE,연결어미 파편,정보형,법률 행정,medium
Naver_Kin,,,494597202,https://kin.naver.com/qna/detail.naver?d1id=&dirId=60206&docId=494597202,naver,TRUE,연결어미 파편,정보형,법률 행정,medium
Naver_Kin,,,494597468,https://kin.naver.com/qna/detail.naver?d1id=&dirId=50104&docId=494597468,google,TRUE,명사구,정보형,기술,medium
Naver_Kin,,,494597468,https://kin.naver.com/qna/detail.naver?d1id=&dirId=50104&docId=494597468,naver,FALSE,명사구,정보형,기술,medium
Naver_Kin,,,494597604,https://kin.naver.com/qna/detail.naver?d1id=&dirId=40101&docId=494597604,google,TRUE,명사구,상업형,비즈니스 금융,medium
Naver_Kin,,,494597604,https://kin.naver.com/qna/detail.naver?d1id=&dirId=40101&docId=494597604,naver,TRUE,명사구,상업형,비즈니스 금융,medium
Naver_Kin,,,494598437,https://kin.naver.com/qna/detail.naver?d1id=&dirId=1070401&docId=494598437,google,TRUE,명사구,거래형,기술,high
Naver_Kin,,,494598437,https://kin.naver.com/qna/detail.naver?d1id=&dirId=1070401&docId=494598437,naver,TRUE,명사구,거래형,기술,high
Naver_Kin,,,494601594,https://kin.naver.com/qna/detail.naver?d1id=&dirId=11001&docId=494601594,google,TRUE,연결어미 파편,분류 불가,기술,high
Naver_Kin,,,494601594,https://kin.naver.com/qna/detail.naver?d1id=&dirId=11001&docId=494601594,naver,TRUE,연결어미 파편,분류 불가,기술,high
Naver_Kin,,,494602906,https://kin.naver.com/qna/detail.naver?d1id=&dirId=50104&docId=494602906,google,TRUE,평서문,정보형,기술,high
Naver_Kin,,,494602906,https://kin.naver.com/qna/detail.naver?d1id=&dirId=50104&docId=494602906,naver,TRUE,평서문,정보형,기술,high
Naver_Kin,,,494604673,https://kin.naver.com/qna/detail.naver?d1id=&dirId=51002&docId=494604673,google,TRUE,의문문,정보형,게임,medium
Naver_Kin,,,494604673,https://kin.naver.com/qna/detail.naver?d1id=&dirId=51002&docId=494604673,naver,TRUE,의문문,정보형,게임,medium
Naver_Kin,,,494605321,https://kin.naver.com/qna/detail.naver?d1id=&dirId=7010102&docId=494605321,google,TRUE,명사구,정보형,건강,medium
Naver_Kin,,,494605321,https://kin.naver.com/qna/detail.naver?d1id=&dirId=7010102&docId=494605321,naver,FALSE,명사구,정보형,건강,medium
Naver_Kin,,,494606186,https://kin.naver.com/qna/detail.naver?d1id=&dirId=110301&docId=494606186,google,TRUE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494606186,https://kin.naver.com/qna/detail.naver?d1id=&dirId=110301&docId=494606186,naver,FALSE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494606425,https://kin.naver.com/qna/detail.naver?d1id=&dirId=81302&docId=494606425,google,TRUE,명사구,거래형,쇼핑,medium
Naver_Kin,,,494606425,https://kin.naver.com/qna/detail.naver?d1id=&dirId=81302&docId=494606425,naver,TRUE,명사구,거래형,쇼핑,medium
Naver_Kin,,,494615099,https://kin.naver.com/qna/detail.naver?d1id=&dirId=80107&docId=494615099,google,TRUE,명사구,상업형,쇼핑,high
Naver_Kin,,,494615099,https://kin.naver.com/qna/detail.naver?d1id=&dirId=80107&docId=494615099,naver,FALSE,명사구,상업형,쇼핑,high
Naver_Kin,,,494623468,https://kin.naver.com/qna/detail.naver?d1id=&dirId=512&docId=494623468,google,TRUE,명사구,정보형,여행 교통,medium
Naver_Kin,,,494623468,https://kin.naver.com/qna/detail.naver?d1id=&dirId=512&docId=494623468,naver,TRUE,명사구,정보형,여행 교통,medium
Naver_Kin,,,494626779,https://kin.naver.com/qna/detail.naver?d1id=&dirId=110410&docId=494626779,google,TRUE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494626779,https://kin.naver.com/qna/detail.naver?d1id=&dirId=110410&docId=494626779,naver,FALSE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494628368,https://kin.naver.com/qna/detail.naver?d1id=&dirId=11080308&docId=494628368,google,TRUE,명사구,정보형,직업 교육,high
Naver_Kin,,,494628368,https://kin.naver.com/qna/detail.naver?d1id=&dirId=11080308&docId=494628368,naver,TRUE,명사구,정보형,직업 교육,high
Naver_Kin,,,494636002,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50301&docId=494636002,google,TRUE,명사구,정보형,쇼핑,high
Naver_Kin,,,494636002,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50301&docId=494636002,naver,TRUE,명사구,정보형,쇼핑,high
Naver_Kin,,,494636856,https://kin.naver.com/qna/detail.naver?d1id=&dirId=30213&docId=494636856,google,TRUE,명령·요청문,정보형,엔터테인먼트,medium
Naver_Kin,,,494636856,https://kin.naver.com/qna/detail.naver?d1id=&dirId=30213&docId=494636856,naver,TRUE,명령·요청문,정보형,엔터테인먼트,medium
Naver_Kin,,,494642446,https://kin.naver.com/qna/detail.naver?d1id=&dirId=110405&docId=494642446,google,FALSE,평서문,분류 불가,분류 불가,high
Naver_Kin,,,494642446,https://kin.naver.com/qna/detail.naver?d1id=&dirId=110405&docId=494642446,naver,TRUE,평서문,분류 불가,분류 불가,high
Naver_Kin,,,494644155,https://kin.naver.com/qna/detail.naver?d1id=&dirId=10609&docId=494644155,google,TRUE,평서문,정보형,엔터테인먼트,medium
Naver_Kin,,,494644155,https://kin.naver.com/qna/detail.naver?d1id=&dirId=10609&docId=494644155,naver,TRUE,평서문,정보형,엔터테인먼트,medium
Naver_Kin,,,494648695,https://kin.naver.com/qna/detail.naver?d1id=&dirId=7011401&docId=494648695,google,TRUE,명사구,정보형,건강,medium
Naver_Kin,,,494648695,https://kin.naver.com/qna/detail.naver?d1id=&dirId=7011401&docId=494648695,naver,FALSE,명사구,정보형,건강,medium
Naver_Kin,,,494657460,https://kin.naver.com/qna/detail.naver?d1id=&dirId=30201&docId=494657460,google,TRUE,명령·요청문,정보형,엔터테인먼트,medium
Naver_Kin,,,494657460,https://kin.naver.com/qna/detail.naver?d1id=&dirId=30201&docId=494657460,naver,TRUE,명령·요청문,정보형,엔터테인먼트,medium
Naver_Kin,,,494657806,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020201&docId=494657806,google,TRUE,명사구,정보형,여행 교통,medium
Naver_Kin,,,494657806,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9020201&docId=494657806,naver,FALSE,명사구,정보형,여행 교통,medium
Naver_Kin,,,494658984,https://kin.naver.com/qna/detail.naver?d1id=&dirId=6080402&docId=494658984,google,TRUE,명사구,정보형,법률 행정,medium
Naver_Kin,,,494658984,https://kin.naver.com/qna/detail.naver?d1id=&dirId=6080402&docId=494658984,naver,TRUE,명사구,정보형,법률 행정,medium
Naver_Kin,,,494659675,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30302&docId=494659675,google,TRUE,명령·요청문,정보형,엔터테인먼트,medium
Naver_Kin,,,494659675,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30302&docId=494659675,naver,FALSE,명령·요청문,정보형,엔터테인먼트,medium
Naver_Kin,,,494670458,https://kin.naver.com/qna/detail.naver?d1id=13&dirId=130707&docId=494670458,google,TRUE,평서문,분류 불가,취미 여가,medium
Naver_Kin,,,494670458,https://kin.naver.com/qna/detail.naver?d1id=13&dirId=130707&docId=494670458,naver,FALSE,평서문,분류 불가,취미 여가,medium
Naver_Kin,,,494678584,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3120102&docId=494678584,google,TRUE,명사구,정보형,엔터테인먼트,medium
Naver_Kin,,,494678584,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3120102&docId=494678584,naver,FALSE,명사구,정보형,엔터테인먼트,medium
Naver_Kin,,,494679238,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5010603&docId=494679238,google,TRUE,명사형 전성어미,정보형,기술,high
Naver_Kin,,,494679238,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5010603&docId=494679238,naver,TRUE,명사형 전성어미,정보형,기술,high
Naver_Kin,,,494679587,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1103&docId=494679587,google,TRUE,의문문,정보형,직업 교육,medium
Naver_Kin,,,494679587,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1103&docId=494679587,naver,FALSE,의문문,정보형,직업 교육,medium
Naver_Kin,,,494682270,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040304&docId=494682270,google,TRUE,명사구,상업형,기술,medium
Naver_Kin,,,494682270,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040304&docId=494682270,naver,TRUE,명사구,상업형,기술,medium
Naver_Kin,,,494684929,https://kin.naver.com/qna/detail.naver?d1id=&dirId=60901&docId=494684929,google,TRUE,명사구,분류 불가,기타,low
Naver_Kin,,,494684929,https://kin.naver.com/qna/detail.naver?d1id=&dirId=60901&docId=494684929,naver,FALSE,명사구,분류 불가,기타,low
Naver_Kin,,,494685084,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040202&docId=494685084,google,TRUE,명사구,상업형,뷰티 패션,high
Naver_Kin,,,494685084,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040202&docId=494685084,naver,FALSE,명사구,상업형,뷰티 패션,high
Naver_Kin,,,494686018,https://kin.naver.com/qna/detail.naver?d1id=&dirId=31501&docId=494686018,google,TRUE,명령·요청문,거래형,기타,medium
Naver_Kin,,,494686018,https://kin.naver.com/qna/detail.naver?d1id=&dirId=31501&docId=494686018,naver,TRUE,명령·요청문,거래형,기타,medium
Naver_Kin,,,494687016,https://kin.naver.com/qna/detail.naver?d1id=&dirId=1060109&docId=494687016,google,TRUE,명령·요청문,거래형,엔터테인먼트,medium
Naver_Kin,,,494687016,https://kin.naver.com/qna/detail.naver?d1id=&dirId=1060109&docId=494687016,naver,TRUE,명령·요청문,거래형,엔터테인먼트,medium
Naver_Kin,,,494689987,https://kin.naver.com/qna/detail.naver?d1id=&dirId=81302&docId=494689987,google,TRUE,명사구,분류 불가,여행 교통,low
Naver_Kin,,,494689987,https://kin.naver.com/qna/detail.naver?d1id=&dirId=81302&docId=494689987,naver,TRUE,명사구,분류 불가,여행 교통,low
Naver_Kin,,,494691694,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11030302&docId=494691694,google,TRUE,관형절 포함 명사구,거래형,직업 교육,high
Naver_Kin,,,494691694,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11030302&docId=494691694,naver,TRUE,관형절 포함 명사구,거래형,직업 교육,high
Naver_Kin,,,494692078,https://kin.naver.com/qna/detail.naver?d1id=&dirId=30306&docId=494692078,google,FALSE,명사구,정보형,엔터테인먼트,high
Naver_Kin,,,494692078,https://kin.naver.com/qna/detail.naver?d1id=&dirId=30306&docId=494692078,naver,FALSE,명사구,정보형,엔터테인먼트,high
Naver_Kin,,,494694814,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=2020701&docId=494694814,google,TRUE,명사구,상업형,직업 교육,high
Naver_Kin,,,494694814,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=2020701&docId=494694814,naver,FALSE,명사구,상업형,직업 교육,high
Naver_Kin,,,494696567,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=111607&docId=494696567,google,TRUE,명령·요청문,상업형,스포츠,high
Naver_Kin,,,494696567,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=111607&docId=494696567,naver,TRUE,명령·요청문,상업형,스포츠,high
Naver_Kin,,,494697201,https://kin.naver.com/qna/detail.naver?d1id=&dirId=81302&docId=494697201,google,TRUE,의문문,분류 불가,분류 불가,low
Naver_Kin,,,494697201,https://kin.naver.com/qna/detail.naver?d1id=&dirId=81302&docId=494697201,naver,TRUE,의문문,분류 불가,분류 불가,low
Naver_Kin,,,494698292,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=10010301&docId=494698292,google,TRUE,의문문,정보형,게임,low
Naver_Kin,,,494698292,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=10010301&docId=494698292,naver,TRUE,의문문,정보형,게임,low
Naver_Kin,,,494698418,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80902&docId=494698418,google,TRUE,의문문,정보형,기타,medium
Naver_Kin,,,494698418,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80902&docId=494698418,naver,FALSE,의문문,정보형,기타,medium
Naver_Kin,,,494698471,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20413&docId=494698471,google,TRUE,명사구,정보형,과학,low
Naver_Kin,,,494698471,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20413&docId=494698471,naver,TRUE,명사구,정보형,과학,low
Naver_Kin,,,494698975,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=305&docId=494698975,google,TRUE,명사구,분류 불가,엔터테인먼트,low
Naver_Kin,,,494698975,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=305&docId=494698975,naver,FALSE,명사구,분류 불가,엔터테인먼트,low
Naver_Kin,,,494699904,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90103&docId=494699904,google,TRUE,명령·요청문,거래형,여행 교통,high
Naver_Kin,,,494699904,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90103&docId=494699904,naver,TRUE,명령·요청문,거래형,여행 교통,high
Naver_Kin,,,494700169,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1070402&docId=494700169,google,TRUE,명사구,정보형,기술,high
Naver_Kin,,,494700169,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1070402&docId=494700169,naver,TRUE,명사구,정보형,기술,high
Naver_Kin,,,494700867,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=307&docId=494700867,google,TRUE,명령·요청문,정보형,기타,medium
Naver_Kin,,,494700867,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=307&docId=494700867,naver,TRUE,명령·요청문,정보형,기타,medium
Naver_Kin,,,494701377,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3070106&docId=494701377,google,TRUE,명사구,정보형,엔터테인먼트,high
Naver_Kin,,,494701377,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=3070106&docId=494701377,naver,FALSE,명사구,정보형,엔터테인먼트,high
Naver_Kin,,,494704147,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1104&docId=494704147,google,TRUE,명령·요청문,정보형,직업 교육,high
Naver_Kin,,,494704147,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1104&docId=494704147,naver,TRUE,명령·요청문,정보형,직업 교육,high
Naver_Kin,,,494704497,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=1001&docId=494704497,google,TRUE,의문문,정보형,스포츠,medium
Naver_Kin,,,494704497,https://kin.naver.com/qna/detail.naver?d1id=10&dirId=1001&docId=494704497,naver,TRUE,의문문,정보형,스포츠,medium
Naver_Kin,,,494706597,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70403&docId=494706597,google,TRUE,명사구,상업형,건강,medium
Naver_Kin,,,494706597,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70403&docId=494706597,naver,FALSE,명사구,상업형,건강,medium
Naver_Kin,,,494706743,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1060101&docId=494706743,google,TRUE,명령·요청문,상업형,뷰티 패션,medium
Naver_Kin,,,494706743,https://kin.naver.com/qna/detail.naver?d1id=1&dirId=1060101&docId=494706743,naver,TRUE,명령·요청문,상업형,뷰티 패션,medium
Naver_Kin,,,494706912,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31402&docId=494706912,google,TRUE,의문문,정보형,기술,high
Naver_Kin,,,494706912,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31402&docId=494706912,naver,TRUE,의문문,정보형,기술,high
Naver_Kin,,,494708913,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31304&docId=494708913,google,TRUE,의문문,정보형,기술,high
Naver_Kin,,,494708913,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31304&docId=494708913,naver,TRUE,의문문,정보형,기술,high
Naver_Kin,,,494708948,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040102&docId=494708948,google,FALSE,명사구,상업형,뷰티 패션,high
Naver_Kin,,,494708948,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040102&docId=494708948,naver,FALSE,명사구,상업형,뷰티 패션,high
Naver_Kin,,,494710452,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=504&docId=494710452,google,TRUE,명령·요청문,상업형,뷰티 패션,high
Naver_Kin,,,494710452,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=504&docId=494710452,naver,FALSE,명령·요청문,상업형,뷰티 패션,high
Naver_Kin,,,494710527,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=504&docId=494710527,google,TRUE,평서문,상업형,스포츠,high
Naver_Kin,,,494710527,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=504&docId=494710527,naver,FALSE,평서문,상업형,스포츠,high
Naver_Kin,,,494711241,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=213&docId=494711241,google,TRUE,평서문,정보형,게임,high
Naver_Kin,,,494711241,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=213&docId=494711241,naver,TRUE,평서문,정보형,게임,high
Naver_Kin,,,494711476,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=509&docId=494711476,google,TRUE,의문문,상업형,쇼핑,high
Naver_Kin,,,494711476,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=509&docId=494711476,naver,TRUE,의문문,상업형,쇼핑,high
Naver_Kin,,,494711536,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30508&docId=494711536,google,TRUE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494711536,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30508&docId=494711536,naver,FALSE,명사구,정보형,직업 교육,medium
Naver_Kin,,,494711645,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60501&docId=494711645,google,TRUE,조사 결합 명사구,정보형,직업 교육,medium
Naver_Kin,,,494711645,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60501&docId=494711645,naver,FALSE,조사 결합 명사구,정보형,직업 교육,medium
Naver_Kin,,,494711707,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=504&docId=494711707,google,FALSE,명사구,상업형,뷰티 패션,high
Naver_Kin,,,494711707,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=504&docId=494711707,naver,TRUE,명사구,상업형,뷰티 패션,high
Naver_Kin,,,494712379,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20304&docId=494712379,google,TRUE,평서문,정보형,게임,high
Naver_Kin,,,494712379,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20304&docId=494712379,naver,TRUE,평서문,정보형,게임,high
Naver_Kin,,,494712599,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80606&docId=494712599,google,TRUE,명령·요청문,정보형,엔터테인먼트,high
Naver_Kin,,,494712599,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80606&docId=494712599,naver,TRUE,명령·요청문,정보형,엔터테인먼트,high
Naver_Kin,,,494713155,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040102&docId=494713155,google,TRUE,관형절 포함 명사구,정보형,뷰티 패션,medium
Naver_Kin,,,494713155,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040102&docId=494713155,naver,TRUE,관형절 포함 명사구,정보형,뷰티 패션,medium
Naver_Kin,,,494713377,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60206&docId=494713377,google,FALSE,명사구,분류 불가,기술,low
Naver_Kin,,,494713377,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60206&docId=494713377,naver,TRUE,명사구,분류 불가,기술,low
Naver_Kin,,,494714289,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50803&docId=494714289,google,TRUE,명사구,정보형,반려동물,high
Naver_Kin,,,494714289,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50803&docId=494714289,naver,TRUE,명사구,정보형,반려동물,high
Naver_Kin,,,494714401,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=803&docId=494714401,google,TRUE,연결어미 파편,분류 불가,분류 불가,low
Naver_Kin,,,494714401,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=803&docId=494714401,naver,TRUE,연결어미 파편,분류 불가,분류 불가,low
Naver_Kin,,,494714579,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=494714579,google,TRUE,조사 결합 명사구,정보형,건강,high
Naver_Kin,,,494714579,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=494714579,naver,TRUE,조사 결합 명사구,정보형,건강,high
Naver_Kin,,,494714857,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040204&docId=494714857,google,TRUE,의문문,정보형,기타,medium
Naver_Kin,,,494714857,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040204&docId=494714857,naver,TRUE,의문문,정보형,기타,medium
Naver_Kin,,,494714966,https://kin.naver.com/qna/detail.naver?d1id=&dirId=70203&docId=494714966,google,TRUE,명사구,정보형,건강,medium
Naver_Kin,,,494714966,https://kin.naver.com/qna/detail.naver?d1id=&dirId=70203&docId=494714966,naver,FALSE,명사구,정보형,건강,medium
Naver_Kin,,,494714990,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50401&docId=494714990,google,TRUE,명사구,상업형,뷰티 패션,high
Naver_Kin,,,494714990,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50401&docId=494714990,naver,TRUE,명사구,상업형,뷰티 패션,high
Naver_Kin,,,494714995,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040202&docId=494714995,google,TRUE,명사구,정보형,뷰티 패션,high
Naver_Kin,,,494714995,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8040202&docId=494714995,naver,TRUE,명사구,정보형,뷰티 패션,high
Naver_Kin,,,494715284,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50302&docId=494715284,google,TRUE,의문문,정보형,건강,high
Naver_Kin,,,494715284,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=50302&docId=494715284,naver,FALSE,의문문,정보형,건강,high
Naver_Kin,,,494715336,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=1215&docId=494715336,google,TRUE,명사구,정보형,직업 교육,high
Naver_Kin,,,494715336,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=1215&docId=494715336,naver,TRUE,명사구,정보형,직업 교육,high
Naver_Kin,,,494715385,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=302&docId=494715385,google,TRUE,명령·요청문,거래형,엔터테인먼트,medium
Naver_Kin,,,494715385,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=302&docId=494715385,naver,TRUE,명령·요청문,거래형,엔터테인먼트,medium
Naver_Kin,,,494715432,https://kin.naver.com/qna/detail.naver?d1id=&dirId=4010504&docId=494715432,google,TRUE,명사구,상업형,비즈니스 금융,high
Naver_Kin,,,494715432,https://kin.naver.com/qna/detail.naver?d1id=&dirId=4010504&docId=494715432,naver,TRUE,명사구,상업형,비즈니스 금융,high
Naver_Kin,,,494715698,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30305&docId=494715698,google,TRUE,명령·요청문,정보형,엔터테인먼트,high
Naver_Kin,,,494715698,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=30305&docId=494715698,naver,FALSE,명령·요청문,정보형,엔터테인먼트,high
Naver_Kin,,,494715791,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5030104&docId=494715791,google,TRUE,명령·요청문,상업형,뷰티 패션,high
Naver_Kin,,,494715791,https://kin.naver.com/qna/detail.naver?d1id=5&dirId=5030104&docId=494715791,naver,TRUE,명령·요청문,상업형,뷰티 패션,high
Naver_Kin,,,494715829,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110812&docId=494715829,google,TRUE,평서문,정보형,기술,medium
